Country,Company Name,Company ID 1,Company ID 2,Company ID 3,Company ID 4,Country,ZIP Code
DE,Hopf&Schmidt,,,,DE323027175,Duisburg,47119
FR,Würth Solar France SAS,,,,FR05520992074,Volgelsheim,68600
DE,Solera GmbH,,,,,Geislingen- Binsdorf,72351
DE,EKONZEPT GmbH,,,,,Osnabrück,49090
DE,Candilux GmbH,,,,,Ehingen (Donau),89584
DE,SOLON SE,,,,,Berlin,12489
DK,August Kleven,,,,,Aeroeskoebing,5970
DE,SMS Siemag AG,,,,DE811136276,Düsseldorf,40237
DE,GSS German Solar System Anlagenbau GmbH,,,,DE273726517,Berlin,13627
DE,Priental Solar,,,,,Aschau i. Ch.,83229
DE,Viessmann & Böttger GmbH,,,,,Bad Nenndorf,31542
DE,ALPINE-ENERGIE Deutschland GmbH,,,,,Biberach,88400
DE,Solarzentrum Bayern GmbH,,,,,Odelzhausen,85235
DE,Pütz Solar GmbH,,,,DE276795134,Nideggen-Embken,52385
DE,ESPV-Tec GmbH & Co.KG,,,,,Blaubeuren,D-89143
DE,Elektro Rösler GmbH,,,,,Burghausen,D-84489
DE,Elektro Schlee GmbH,,,,,Dudenhofen,D-67373
DE,Firma Schober Haustechnik,,,,,Schwalmstadt  Treysa,D-34613
DE,Thomas Prues GmbH & Co. KG,,,,,Neuenkirchen-Vörden,49434
DE,Die Voltaiker GmbH,,,,,Elsterheide O.T. Bergen,2979
DE,Werner Mersch,,,,,Paderborn,33106
DE,AENDERS Solartechnik,,,,,Frankfurt am Main,65929
DE,AP Solar Systemtechnik GmbH,,,,,Walldorf,69190
CH,3PU Pure Power Products Unit SA,,,,CHE309338731,Zug,6300
ES,Proyectos Integrales Solares,,,,ESB31856438,Fustiñana,31510
DE,Anton Gallhöfer Dach und Fassade GmbH,,,,,Völklingen,66333
DE,Brüggemann GmbH & Co.KG,,,,,Versmold,33775
DE,Kw-Elektrotechnik,,,,,Dorfen,84405
ES,Solaria Energía y Medioambiente S.A.,,,,ESA83511501,Puerto Llano,13500
DE,HGH- Handelsagentur,,,,,Ellgau,86679
DE,SAG GmbH,,,,,Essen,45311
DE,BLUE Solar Group GmbH,,,,DE247991837,Burghausen,84489
DE,"Richtsen Elektro-, Maschinen & Anlagentechnik",,,,,Satrup,24986
DE,Franz Reisch,,,,,Dingolfing,84130
DE,SKYTRON energy GmbH,,,,,Berlin,12489
DE,Saint-Gobain Buildg. Distr. Deutschland GmbH,,,,,Köln,51149
DE,Hitachi Europe GmbH,,,,,Düsseldorf,40547
DE,VS Solar Energieanlagen GmbH,,,,,Altötting,84503
DE,solargroup UG,,,,,Aichtal,72631
DE,solmotion GmbH - Niederlassung Süd,,,,,Ravensburg,88212
ES,"Ingeteam Power Technology, S.A. (Industry)",,,,ESA95663852,Zamudio,E-48170
ES,"Ingeteam Power Technology,  S.A. (Wind)",,,,ES A95663852,Sarriguren,E-31621
DE,InEL GmbH & Co KG,,,,,Wietmarschein- Nordlohne,49835
DE,Kiermaier Energieerzeugung,,,,,Herbertsfelden,84332
DE,Stefan Söhn GmbH Solartechnik,,,,DE 256 187 860,Wuppertal,42109
DE,Holzbau Pohl,,,,,Halle/Westfalen,33790
DE,Elektro Thanner GmbH & Co.KG,,,,,Gangkofen,84140
DE,Jürgen Meyer,,,,,Kassel,34123
DE,Papendorf Software Engineering GmbH,,,,,Gärtringen,71116
DE,easy sunpower GmbH,,,,,Darmstadt,64297
DE,Elektro Scherer GbR,,,,,Erbach Dellmensingen,89155
DE,Selectronic GmbH,,,,,Rust,77977
DE,Saxonia-Solar GmbH,,,,,Löbau,2708
DE,Solar Techno World,,,,DE 481 739 653,Siegen,57078
DE,SWI UG,,,,,Warendorf,48231
DE,Solartechnik Heitkemper,,,,DE147358665,Lüdinghausen,59348
ES,Saclima,,,,,Alaquas,ES-46970
DE,Kelvin Solartechnik GmbH,,,,,Köln,50676
ES,Wagner Solar S.L.,,,,,Leganés,28918
ES,"Eurener, S.L.",,,,,Bigastro,ES-03380
DE,Jms Solar Handel GmbH,,,,,Garmisch-Partenkirchen,82467
DE,FERVEN TECNOLOGÍA S.L.,,,,,Madrid,28035
DE,Densys GmbH,,,,,Langenselbold,63505
DE,Koch Industrieanlagen GmbH,,,,DE271958393,Dillingen,66763
DE,Herr Gustav Prohaska,,,,,Ottobrunn,85521
DE,HaWi Project GmbH,,,,,Eggenfelden,84307
DE,Perfect Solar GmbH,,,,,Eckental,90542
DE,Agrargenossenschaft eG Hohenpriessnitz,,,,,Hohenpriessnitz-Zschepplin,4838
DE,Sonnenschmied GmbH,,,,,Reppenstedt,21391
DE,Arntjen Solar GmbH,,,,DE226731326,Rastede,D-26180
DE,Johannes Eilers,,,,,Berßen,D-49777
DE,MSR-Bertelshofer GmbH,,,,DE260626966,Irchenrieth,D-92699
DE,Neue-Energie Technik GmbH,,,,DE230913318,Hamburg,D-20095
ES,Energy Recovery Systems,,,,,Derio,48160
ES,"Ingeteam Power Technology, S.A. (UP TRACTION)",,,,ESA95663852,Derio (Bizkaia),48160
DE,ets Elektro-Technik-Steffens GbR,,,,,Hellenthal,D-53940
DE,Dach und Wand aus einer Hand GmbH,,,,,Vettweiß/Kelz,52391
DE,Gisela Niehaus,,,,,Beckum,D-59269
DE,Elektrotechnik Gumpp,,,,DE10923370244,Buttenwiesen,86647
DE,Elektro Thanbichler,,,,,Laufen,83410
IT,Proinso Italia S.R.L.,,,,IT06394400961,Milano,IT-20142
FR,Wagner & Co.,,,,,Tournus,FR-71700
DE,Andreas Gläser,,,,,Hohenstein,D-09337
DE,Franz Eppler GmbH&Co.KG,,,,,Memmingen,87700
DE,Erneuerbare Energien Irchenrieth GmbH,,,,,Irchenrieth,92699
DE,Rainer Schmidt,,,,,Heidelberg,69121
DE,ABB AG,,,,,Mannheim,D-68309
DE,Neue Energie Systeme GmbH,,,,,Sellin,D-18586
DE,Firma Peschel,,,,,Ottersberg,D-28870
DE,Regetec,,,,,Kaisersesch,D-56759
DE,EI2E Elements into Energy,,,,,Brückmühl,83052
DE,Elektrotechnik H. Schwarzer GmbH,,,,,Münster,48157
DE,Mithra Solar GmbH,,,,4323934079,Wiesbaden,65205
DE,Elektrotechnik Schröder,,,,,Wende,57482
ES,"Ingeteam Service, S.A.",,,,ESA02363802,Albacete,E- 02007
AT,WKA GmbH,,,,ATU66068257,Altenberg,A-4203
DE,Fa. B. Ludwig,,,,,Aabergen,65326
DE,THYSSENKRUPP STEEL EUROPE AG,,,,DE811460186,Duisburg,D-47161
DE,Deutsche Energieversorgung GmbH,,,,DE277104253,Leipzig,4349
DE,HoBoh Tec GmbH,,,,,Garrel,49681
DE,Karl Hüsing GmbH,,,,DE147358665,Sottrum,D-27367
DE,Roth GmbH,,,,,Waltershausen,99880
DE,Informationstechnik Aicher,,,,,Wasserburg am Inn,D-83512
DE,Brinkmann GmbH,,,,,Bösel,D-26219
DE,Neue Energie GmbH,,,,,Bispingen,D-29646
DE,K+T Elektrotechnik GmbH,,,,,Eggenfelden,D-84307
DE,Gradego GbR,,,,,Sassenberg,D-48336
SI,Flycom d.o.o.,,,,,Zirovnica,SI-4227
DE,Ibeko-Solar GmbH,,,,DE256052084,Kolbermoor,83059
DE,Techno Service GmbH & Co. KG,,,,,Alling,D-82239
DE,Koop-Brinkmann GmbH,,,,,Drebber,49457
DE,Sonnen-Fröhlich,,,,,Dessau-Roßlau,6842
CZ,Vanilla a.s.,,,,,Otrava-Pustkovek,70800
IT,Ingeteam S.R.L.,,,,,Castel Bolognese,48014
DE,Feral GmbH,,,,,Reutlingen,72770
DE,Wolfgang Kraus Elektrotechnik-Photovoltaik,,,,,Burghausen,D-84489
DE,S.A.G. Solarstrom AG,,,,DE193378479,Freiburg i. Br.,D-79111
DE,Ing.Büro Brandt,,,,,Hoort,19230
DE,Haguma GmbH,,,,,Adelsried,86477
AT,Scheuch GmbH,,,,ATU 47997100,Aurolzmünster,A-4971
DE,ELAB Elektroanlagen GmbH,,,,,Deggendorf,94469
DE,THYSSENKRUPP STEEL EUROPE AG,,,,DE811460186,DUISBURG,D-47161
DE,Martin Haas - Elektrofachgeschäft,,,,,Sulzbach an der Murr,D-71560
DE,Engelhardt Dach- und Solartechnik,,,,,Crimmitschau,D-08451
DE,Schoko Energie GbR,,,,,Geldern,47608
DE,Leo Siebers Solar,,,,,Kleve,47533
DE,Gregor Ickert,,,,,Meißner,37290
DE,Dammer SolarTechnik SR GmbH & Co.KG,,,,,Damme,49401
DE,W&W SOLAR GmbH,,,,DE265799793,Ritterhude,27721
DE,L.T.K. Service (Handewitt),,,,,Uhingen,73066
DE,Reimann Solar GmbH,,,,,Anröchte,59609
DE,Matthias Burmann,,,,,Hille,D-32479
CH,Clever Grid (Schweiz) GmbH,,,,CHE366414196,Zug,6300
DE,Hans-Jürgen Lapp,,,,,Hürth,50354
DE,TAGEX Technischer Handel,,,,,Lügde-Rischenau,32676
DE,Pohlen Solar GmbH,,,,,Geilenkirchen,52511
DE,Elektro Thanbichler,,,,,Leobendorf,83410
DE,Energiebau Solar Power GmbH,,,,,Kabelsketal,6184
DE,Imtech Marine Germany GmbH,,,,DE811128975,Hamburg,D-22041
DE,Barthels+Lüders                                                 Division of Blohm + Voss Repair GmbH,,,,DE284620213,Hamburg,D-20457
DE,Elektro H&R GbR,,,,,Wiefelstede,26215
DE,Enes ltd,,,,,Illertissen,89257
DE,Phos Solar GmbH & Co.KG,,,,DE14320631255,München,80799
DE,bejulo GmbH,,,,,München,80799
DE,Linke-Kuhl,,,,,Altlandsberg,15345
DE,kreutzwerk GmbH,,,,DE271862901,Salzgitter,38239
DE,Unterholzner PV GmbH&Co.KG,,,,DE271862901,Marklkofen,84163
DE,NEWI-SOLAR GmbH,,,,,Bad Wurzach-Unterschwarzach,88410
DE,S.+C. Schneider GbR,,,,,Gösenroth,55624
DE,Stadtwerke Fellbach GmbH,,,,,Fellbach,70736
DE,Solaria Stalldorf GmbH,,,,,Berlin,10625
DE,Elektro Team Schwarzhoff,,,,,Leverkusen,51379
DE,Josef Brennberger,,,,,Roßbach - Obergrafendorf,94439
DE,Kensys GmbH & Co.KG,,,,,Eisfeld,98672
AT,Lagerhaus Tulln Neulengbach,,,,,Neulengbach,A-3040
DE,Allgäuer Elektrohaus GmbH,,,,,Kempten,87435
DE,J & W Hausbau GmbH,,,,,Eggenfelden,84307
DE,Energie Concept GmbH,,,,,Oldenburg,26135
DE,Becker Elektro- und Energietechnik GmbH,,,,,Kleve,47533
DE,SAM Electronics GmbH,,,,DE813811359,Hamburg,22763
DE,KEB Haustechnik GmbH,,,,,Herrengosserstedt,6647
DE,Huber Haustechnik GmbH,,,,,Oberammergau,82487
DE,Elektro-Kaczmarek,,,,,Wolmirsleben,39435
DE,Wessels Regeltechnik GmbH&Co.KG,,,,DE160231261,Vrees,49757
DE,Zimmerei Robrecht GmbH,,,,,Höxter-Ovenhausen,37671
DE,Stephan Reisch,,,,,Essenbach,84051
DE,Jürgen Miller,,,,,Leingarten,74211
DE,Josef Merl,,,,,Eichendorf,94428
DE,HR Controls Ltd. & Co. KG,,,,,Mettmann,40822
DE,Envalue GmbH,,,,,Hofkirchen,94544
DE,Solarpark EDEN GmbH & Co. KG,,,,,Bad Hersfeld,36251
DE,VEM transresch GmbH,,,,DE 201053947,Berlin,13053
DE,Gietech GmbH,,,,DE 246503185,Weyhe,28844
DE,TSM Technical Services & Marine Logistics GmbH,,,,,Sehlen,18528
DE,Dr. Josef Mählmann,,,,,Cappeln,49692
DE,Elektro Wünnemann GmbH,,,,,Gladbeck,45968
DE,EEwatt GmbH,,,,DE259110952,Neustadt am Rübenberge,31535
DE,dbs Solar GbR,,,,,Adelheidshof,29352
DE,EBT Elektrobau GmbH Thüringen,,,,,Erfurt,99091
DE,Elektro Klaassen,,,,,Norden,26506
DE,Dat Tel System GmbH,,,,,Stockach,78333
AT,Solarstrom.turbo.at GmbH,,,,ATU65955807,Traismauer,3133
DE,Reisinger Sonnenstrom GmbH & Co. KG,,,,,Egenhofen / Unterschweinbach,82281
DE,E3 Energie Effizienz Experten GmbH,,,,,Schwäbisch-Hall,74523
AT,R & R Fachmarkt GmbH,,,,,Passail,8162
DE,Bruno Kraus,,,,,Schnürpflingen,89194
DE,PV Construction Germany GmbH & Co. KG,,,,DE273176488,Lastrup,49688
DE,Langmann-Consulting,,,,,Frauental,8523
DE,Elektrotechnik Breuer,,,,,Wesseling Urfeld,50389
DE,Anderson ökologische Energiekonzepte,,,,,Heilbronn,74072
DE,Kellner Telecom GmbH,,,,,Korntal-Münchingen,70825
DE,Alternative EnergieConcepte GmbH,,,,,Bad Berneck,95460
DE,Solwork FV-Solar,,,,,Freiburg,79111
DE,E.M.S. Sun Control GmbH,,,,,Lingen,49808
DE,Innovasolar GmbH,,,,,Ulm,89073
DE,Stadtwerke Werl GmbH,,,,,Werl,59457
DE,EWE NETZ GmbH,,,,,Oldenburg,26133
DE,ML SOLUTIONS GmbH,,,,DE272946618,Wedel,22880
DE,Gerhard Meyer,,,,,Jemgum,26844
DE,SMA Solar Technology AG,,,,,Niestetal,34266
DE,Thürlings Haustechnik GmbH,,,,,Tönisvorst,47918
DE,SWO Netz GmbH,,,,,Osnabrück,49074
DE,T.W.O. Technische Werke Osnig GmbH,,,,,Halle in Westphalen,33790
DE,Solartechnik M. Schoden,,,,,Lützkampen,54617
DE,Elektro Benzmüller GmbH&Co.KG,,,,,Saarburg,54439
ZA,juwi Renewable Energies (Pty) Ltd,,,,,Cape Town,8001
DE,Haverkamp Elektro- und Montagebau GmbH,,,,DE117704535,Fürstenau,49584
DE,Avacon AG,,,,,Helmstedt,38350
DE,Solargemeinschaft FL-Wesseling GbR,,,,,Wesseling,50389
DE,Sonnenfang,,,,,Neufraunhofen,84181
DE,Elke Gerling,,,,,Sundern,59846
AT,One for Photovoltaics e.U.,,,,,A-Guttaring,9334
DE,Rohrer Photovoltaik,,,,,Fünfstetten,86681
DE,BayWa r.e. Solar Projects GmbH,,,,,Freiburg,79098
DE,Frankfurt Energy Holding GmbH,,,,,Eschborn,65760
DE,EBBERG Elektrotechnik GmbH,,,,,Hemer - Deilinghofen,58675
DE,SIMO tec,,,,,Kempenich,56746
DE,Zentralsolar Deutschland GmbH,,,,,Emsbüren,48488
DE,Energeticum Energiesysteme GmbH,,,,,Balzhausen,86483
DE,Norbert Krein GmbH,,,,DE138383562,Völklingen,66333
DE,VEM Sachsenwerk GmbH,,,,DE212669675,Dresden,1257
DE,Schwalben-Nest,,,,,Burg / Spreewald,3096
DE,Wärme aus der Natur - Niemann GmbH&Co.KG,,,,,Ahlerstedt,21702
DE,H+R GbR,,,,,Wiefelstede,26215
DE,Manfred Gukelberger,,,,,Freudenstadt,72250
DE,Olaf Keith,,,,,Prangendorf,18195
DE,German Truck GmbH & Co. KG,,,,,Steyerberg,31595
AT,Thomas Hochreiter,,,,,Maria Anzbach,3034
DE,Elektrizitätswerk Mittelbaden Netzbetriebsgesellschaft mbH,,,,,Lahr,77931
DE,Elektro Lubberger GmbH&Co.KG,,,,DE814577442,Kehl-Kork,77694
DE,Schreinerei Lindner,,,,,Marktleugast,95352
DE,J&K Solarenergie Thüringen UG (hb) & Co.KG,,,,,Tambach-Dietharz,99897
DE,K. und U. Beißwenger GbR,,,,,Zell unter Aichelberg,73119
DE,Upmeyer Haustechnik GmbH,,,,,Lengerich,49525
FR,Jacky Kientz,,,,,Illkirch,F-67400
DE,SAG GmbH,,,,,Zwickau,8058
DE,Solar Kleinle,,,,,Tapfheim,86660
DE,SunEnergy Services GmbH,,,,,Hamburg,20355
DE,MuHWe PV,,,,,Gersten,49838
DE,envia-Partner Windolph,,,,DE171763645,Leipzig,4316
DE,LOKISA Smart Energy GmbH,,,,DE284461235,Mechernich,53894
DE,Ostermaier Adalbert Josef,,,,,Inning,82266
DE,Schleswig-Holstein Netz AG,,,,,Quickborn,25451
DE,SAR-Elektronic GmbH,,,,,Dingolfing,84130
DE,KOM Energie GmbH&Co.KG,,,,,Ahlen,59227
DE,LPR GmbH,,,,,Neuss,41460
DE,Neumatec eK,,,,,Hausen,53547
DE,Mettenhof GmbH,,,,,Geldern,47608
DE,Backenhaus,,,,,Todenbüttel,24819
DE,Stückrad MotorWelt,,,,,Alheim-Baumbach,36211
DE,Sautter GmbH Elektrogroßhandel,,,,,Karlsruhe,76131
DE,SW Schneverdingen-Neunkirchen GmbH,,,,,Schneverdingen,29649
DE,"Leske, Hartmut",,,,,Rheden,31039
DE,Lichtkraft Nord GmbH,,,,,Leer,26789
DE,Stephan Rauen,,,,,Salmtal,54528
DE,VISION Sonne,,,,,München,80339
DE,Conen Produkte GmbH u. Co.KG,,,,,Gonzerath,54497
DE,Ralf Hämmerling,,,,,Paderborn,33104
DE,Elektro-Licht Janzen & Stallmann GmbH,,,,,Bielefeld,33602
DE,Stadtwerke Lünen GmbH,,,,,Lünen,44534
DE,Archimedes Facility-Management GmbH,,,,,Herford,32051
DE,Energieversorgung Limburg GmbH,,,,,Limburg an der Lahn,65549
DE,Schwarze Energie,,,,,Vlotho,32602
DE,Jochen Gromer Gbr,,,,,Altusried,87452
DE,Ulf Engelhardt,,,,,Köln,51109
DE,ZSD Solar GmbH,,,,DE273917372,Emsbüren,48488
DE,Michael Wotzel,,,,,München,81667
DE,e.i.n.s. Energy International Network Systems GmbH,,,,,Mannheim,68163
DE,Stadtwerke Rostock Netzgesellschaft mbH,,,,,Rostock,18069
DE,solarSTEP Energie GmbH,,,,,Königstein,61462
DE,e.g.g-tech GmbH,,,,,Reutlingen,72760
DE,Reimer Elektrotechnik GmbH & Co. KG,,,,,Neu-Ulm,89231
DE,regionalstrom UG & Co. Wittibreut KG,,,,,Amberg,92224
DE,dibu-energie,,,,,Fehmarn,23769
DE,TSSI GmbH,,,,,Essenbach/Altheim,84051
DE,MECADAT GmbH,,,,,Langenbach,85416
DE,EFTA Elektrotechnik GmbH,,,,,Ludwigshafen,67063
DE,SonnenPlan GmbH,,,,,Zweibrücken,66482
DE,Stadtwerke Rotenburg (Wümme) GmbH,,,,,Rotenburg,27356
DE,E.DIS AG,,,,,Fürstenwalde/Spree,15517
AT,KIOTO Photovoltaics GmbH,,,,,St. Veit an der Glan,9300
DE,Haubner Solar GmbH,,,,,Chemitz / OT Grüna,9224
DE,Netze BW GmbH,,,,DE143595203,Stuttgart,70567
DE,EPROTECH GmbH,,,,,Mistelgau,95490
DE,Brinkmann Josef,,,,,Bösel,26219
DE,EQOS Energie Deutschland GmbH,,,,,Biberach,88400
SI,Elektro Servis Bostjan Cagran s.p.,,,,,Gornja Radgona,9250
DE,Enseco GmbH,,,,,Magdeburg,39112
DE,Gaibler GmbH,,,,,Kehl-Marlen,77694
US,Sumitomo Electric U.S.A,,,,,Torrance,90501
AT,neovoltaic AG,,,,,Hartberg,8230
DE,Finkbohner Baumangement,,,,,Reutlingen,72764
DE,ecoWerk GmbH,,,,,Berlin,12249
DE,NDB energieKonzepte GmbH,,,,,Stade,21684
DE,deSonna UG,,,,,Murnau,82418
CH,Clever Grid (Schweiz) GmbH,,,,CHE366414196,Zug,6300
DE,M + R Solartechnik,,,,,Ellgau,86679
DE,Ingenieurbüro Holzmüller Aurich,,,,,Ellgau,86679
DE,High Solar GmbH,,,,,Ulm,89028
DE,LightTec Solar GmbH,,,,,Roggentin,18184
DE,Elektromeisterbetrieb Grünnagel,,,,,Heltersberg,67716
DE,Babett Hancke,,,,,Nobitz,4603
CH,greentec Services GmbH,,,,CHE-293.841.413,Diepoldsau,9444
DE,Belectric Trading GmbH,,,,,Kolitzheim,97509
DE,Albrecht Briem Gemüsebau GmbH,,,,,Filderstadt,70794
DE,ED-Netze GmbH,,,,,Rheinfelden,79618
DE,SWU Netze GmbH,,,,88002/60755,Ulm,89028
DE,Niedersächsische Landgesellschaft mbH,,,,,,30167
DE,Ulrich Meisinger,,,,,Burghausen,84489
DE,Brökelmann Geräte- und Anlagenbau GmbH & Co.,,,,,Ense-Höingen,59469
DE,REC Systems Germany GmbH,,,,,München,80804
VE,INVECEM,,,,,Puerto Cumarebo,4167
DE,Wöstmann Solar- und Heiztechnik GmbH & Co. KG,,,,,Warendorf,48231
DE,ELICON Energie Dienstleistungen & Consulting GmbH,,,,,Chemnitz,9111
DE,E+WS Energie + Wasser Service GmbH,,,,,Hanau,63450
DE,HPM GmbH,,,,,Leverkusen,51379
DE,G & U Nordwest Consulting GmbH & Co KG,,,,,Oldenburg,26125
DE,Michael Czypulowski,,,,,Bad Oeynhausen,32549
DE,Böggerfeld Solar GbR,,,,,Bönen,59199
DE,E-kW Energietechnik GmbH,,,,,Neu-Ulm,89231
DE,Sunshine Project International GmbH,,,,147/5871/1259,Felde,24242
DE,Herr Martin Efkemann,,,,,Legden,48739
DE,Suntec Energiesysteme GmbH,,,,,Wolkshausen,97253
DE,Mathias Koch,,,,,Leverkusen,51379
DE,Elektro Schroer,,,,,Barßel,26678
DE,Kempter Solar GbR,,,,,89349 Burtenbach,
DE,Elektro Latzek,,,,,Trostberg,83308
DE,Gemeinde E-Werk,,,,,Burtenbach,89349
DE,MUG Consulting GmbH & Co. KG,,,,,Großenkneten,26197
DE,Sun4net GmbH,,,,,Molbergen,49696
DE,MHU Solar KG,,,,,Großenkneten,26197
DE,Claus Willgerodt,,,,,Leverkusen,51375
DE,Photovoltaik - Karin Schubert,,,,,Werdau,8412
DE,Quellendorfer Dienstleistungen AG & Co. OHG,,,,,Südliches Anhalt OT Quellendorf,6386
DE,RSI Esollux UG,,,,,Eggenfelen,84307
DE,Seemann Tiefbau GmbH,,,,,Schwerin,19057
EE,ELME AS,,,,EE100058428,Tallinn,11712
US,Gis Power Service Corp.,,,,23-8015758415-1,Doral FL,33172
DE,Project 66 IT,,,,,Stadt Brehna,6796
DE,Energy Consulting Mai GmbH,,,,,Linsburg,31636
DE,ELMATIC GmbH,,,,,Köln,51069
CH,Battery Consult GmbH,,,,,Meiringen,3860
DK,K-Tec,,,,DK26286891,7600 Struer,
DE,enphis UG & Co.KG,,,,,Kaufering,86916
BE,STAS NV,,,,BTW0452383749,Lubbeek,3210
DE,ProSolarTec GmbH,,,,,Mechernich,53894
DE,HSW Solarpark Stalldorf GmbH,,,,,Heidenheim,89522
DE,TISIBA Green Energy GmbH & Co. KG,,,,,Chemnitz,9122
DE,Redavia GmbH,,,,,Munich,80469
DE,Tirol Solar GbR,,,,,Borgentreich,34434
DE,P-Energy,,,,,Kohlberg,92702
DE,Woyde ProSol UG,,,,,Brake,26919
DE,HM-PV GmbH,,,,,Pemfling-Grafenkirchen,93482
DE,MW Photovoltaik Engineering GmbH,,,,,Berlin,13467
DE,Wolfgang Stadler,,,,,Eichendorf,94428
DE,Koop Haustechnik GmbH & Co. KG,,,,,Löningen- Wachtum,49624
DE,Holger Hahn GbR,,,,,Aabergen,65326
DE,Georg Schütz GmbH,,,,,Tütschengereuth,96120
DE,Franz Ludwig Heurs GmbH & Co.KG,,,,,Nettetal,41334
DE,Leo Siebers Solar,,,,,Kleve,47533
BE,Grid Parity Concepts Europe bvba,,,,BE0877177730,Meulebeke,B-8760
DE,ESK24 GmbH & Co. KG,,,,,Ganderkesee,27777
DE,GZ OUTSOURCING + MANAGEMENT,,,,,Neukirchen,9221
DE,CTF SOLAR GmbH,,,,,Dresden,1109
DE,alb-elektric Huber GmbH,,,,,Biberach,88400
DE,Solargemeinschaft Fl-Wesseling GbR,,,,,Wesseling,50389
DE,Julia Schwartz,,,,,Berlin,13409
DE,Nordic Yards Wismar GmbH,,,,DE266878516,Wismar,23966
DE,Horns Haustechnik GmbH,,,,,Glandorf,49219
DE,Sonnenbatterie GmbH,,,,DE272208908,Wildpoldsried,87499
DE,NEV New Energy GmbH&Co.KG,,,,,Rastede,26180
DE,Berner Jacobs GbR,,,,,Königstein,61462
DE,Harald Neuwirth,,,,,Bad Hersfeld,36251
DE,Dr. Rudolf Fickler,,,,,Lautrach,87763
DE,RRC power solutions GmbH,,,,,Homburg/Saar,66424
DE,Holger Schwarz,,,,,Jettingen,71131
DE,Elektrotechnik Haunreiter,,,,,Tann,84367
DE,Priental Energiesysteme,,,,DE285051873,Hilter a.T.W.,49176
DE,Simone Rogall,,,,,Wörth - Wifling,85457
DE,Kreutzpointner energy GmbH,,,,,Gangkofen,84140
DE,B&B green Annuity GbR,,,,,Dessau-Roßlau,6846
DE,EES Jäggi-Bigler AG,,,,,Etziken,4554
DE,Heizungs- und Sanitärmeisterbetrieb,,,,,Breitenberg,94139
AT,Antares e.U.,,,,ATU64852617,Wien,1170
DE,Joachim Sperl Gebäudesystemtechnik,,,,,Münsingen-Auingen,72525
DE,Sunera GmbH,,,,,Sulzbach,66280
DE,Martin Reichel,,,,,Hahnstätten,65623
DE,SunX Consulting,,,,,Zossen,15806
DE,Gehrke und Pieper,,,,,Dormagen,41542
DE,Günter Grundmann,,,,,Wietzen,31613
DE,BHB Finob GmbH,,,,DE280868046,,83395 Freilassing
DE,Holger Liebschner Photovoltaikanlagen,,,,246373291,Bernhardswald,93170
DE,Kerstin Müller,,,,,Nordstemmen,31171
DE,Elektro Reekers GmbH,,,,DE195332555,Lünne,48480
DE,sol fortis GmbH,,,,,Felde,24242
DE,MW-Effekt,,,,,Senden,48308
DE,Kriminalpolizeidirektion Waiblingen,,,,,Waiblingen,71332
DE,moBiel GmbH,,,,DE813329489,Bielefeld,33604
ES,"Ingeteam Power Technology, S.A. (Paneles)",,,,ESA95663852,Sarriguren,E-31621
DE,Sonnenstrom Bauer GmbH & Co. KG,,,,DE282396474,Kelheim,93309
DE,M&M PV- u. Elektrotechnik GbR,,,,DE308508816,Emsbüren,48488
DE,e-con GmbH,,,,DE291269231,Berga,6536
SG,Power & Control Resoureces Pte Ltd.,,,,,Singapore,627551
DE,Noven Solar GmbH,,,,DE236175021,Mönchengladbach,41189
ES,"Ingeteam Power Technology,  S.A.",,,,ESA95663852,Albacete,2006
VE,Industria Venezolana de Cemento (Invecem) S.A.,,,,,Caracas,1070
DE,Adwen GmbH,,,,DE168213374,Brremerhaven,27572
ES,"Ingeteam Power Technology, S.A. (Industry)",,,,ESA95663852,Zamudio,E-48170
ES,"Ingeteam Power Technology, S.A. (Naval)",,,,ESA95663852,Zamudio,E-48170
DE,Kraus GmbH,,,,DE124609363,Blomberg,32825
ES,Ingeteam Power Technology S.A. (ServiceFV),,,,ESA95663852,Zamudio,E-48170
DE,Thürlings Haustechnik GmbH,,,,DE119995058,Tönisvorst,47918
DE,Haustechnik für Energiesparer,,,,DE211883291,Westerbergen,23769
DE,M - PV Betriebs-GmbH 11,,,,DE255275008,Gangkofen,84140
DE,Informationstechnik Aicher,,,,DE276322480,Babensham,83547
DE,Fr.Lürssen Werft GmbH & Co.KG,,,,DE114659458,Bremen,28759
DE,E.M.S Sun Control GmbH,,,,DE264276580,Lingen,49808
DE,Co-Index GmbH,,,,DE250208815,Rödental,D - 96472
DE,SPR Energie GmbH,,,,DE264645506,Seevetal,D - 21217
DE,V&C GbR,,,,DE300969204,Bremen,D-28355
DE,Raedgeshof,,,,DE308747118,Kempen,47906
DE,Bonfiglioli Vectron GmbH,,,,DE811516222,Krefeld,D-47807
DE,2. Mückenhausen Photovoltaik GmbH & Co. KG,,,,DE263902437,Gangkofen,84140
DE,VCB Immobilien GmbH,,,,DE278921817,Kirchlinteln,27308
DE,F&S solar concept GmbH,,,,DE122494606,Euskirchen,53879
DE,GEBRO HERWIG Haustechnik GmbH,,,,DE123878337,Arnsberg,D-59821
DE,NE-Service GmbH,,,,DE299671339,Bad Wurzach-Unterschwarzach,88410
DE,THYSSENKRUPP HOHENLIMBURG GMBH,,,,DE811460186,Duisburg,D-47161
US,"Savage Harvest Operations,LLC-Abundance/Harvest",,,,,Tampa,
